TRECCS-00253316-167,167,http://www.belmontpark.com/,"belmont park"
TRECCS-00253350-167,167,http://www.lagunaartmuseum.org/,"Laguna Art Museum"
TRECCS-00253360-167,167,http://www.mingei.org,"Mingei International Museum"
TRECCS-00253415-167,167,http://www.timkenmuseum.org/,"Timken Museum of Art"
TRECCS-00253427-167,167,http://www.yelp.com/biz/mingei-international-museum-san-diego,"Mingei International Museum"
TRECCS-00253428-167,167,http://www.yelp.com/biz/museum-of-contemporary-art-san-diego-mcasd-san-diego-2,"Museum of Contemporary Art San Diego - MCASD"
TRECCS-00253432-167,167,http://www.yelp.com/biz/san-diego-air-and-space-museum-san-diego,"San Diego Air & Space Museum"
TRECCS-00253434-167,167,http://www.yelp.com/biz/san-diego-museum-of-art-san-diego-2,"San Diego Museum Of Art"
TRECCS-00253435-167,167,http://www.yelp.com/biz/the-grand-del-mar-san-diego-4,"The Grand Del Mar"
TRECCS-00253439-167,167,http://www.yelp.com/biz/timken-museum-of-art-san-diego,"Timken Museum of Art"
TRECCS-00253442-167,167,http://www.yelp.com/biz/waterfront-park-san-diego,"Waterfront Park"
TRECCS-00253666-186,186,http://norfolkbotanicalgarden.org/,"Norfolk Botanical Garden"
TRECCS-00253667-186,186,http://risupvb.com/,"rudee inlet stand up paddle"
TRECCS-00253696-186,186,http://www.catch31.com,"Catch 31"
TRECCS-00253723-186,186,http://www.historyisfun.org/jamestown-settlement.htm,"Jamestown Settlement"
TRECCS-00253790-186,186,http://www.yelp.com/biz/beach-movie-bistro-virginia-beach,"Beach Movie Bistro"
TRECCS-00253793-186,186,http://www.yelp.com/biz/captain-clines-pirate-ghost-ride-virginia-beach,"Captain Cline's Pirate Ghost Ride"
TRECCS-00253803-186,186,http://www.yelp.com/biz/neptunes-park-virginia-beach,"Neptune's Park"
TRECCS-00253806-186,186,http://www.yelp.com/biz/polar-plunge-winter-festival-virginia-beach,"Polar Plunge Winter Festival"
TRECCS-00253814-186,186,http://www.yelp.com/biz/the-old-coast-guard-station-virginia-beach,"The Old Coast Guard Station"
TRECCS-00253833-186,186,https://foursquare.com/v/whole-foods-market/50799c7ee4b0d3b808bf37cd,"Whole Foods Market"
TRECCS-00255344-274,274,http://anchoragemarkets.com/,"Anchorage Market and Festival"
TRECCS-00255394-274,274,http://www.alaskaairmuseum.org/,"Alaska Aviation Heritage Museum"
TRECCS-00255398-274,274,http://www.alaskanative.net/,"alaska native heritage center"
TRECCS-00255429-274,274,http://www.hulahands.com,"Hula Hands"
TRECCS-00255477-274,274,http://www.stephanfinearts.com/,"Stephan Fine Arts Gallery"
TRECCS-00255485-274,274,http://www.yelp.com/biz/alaska-aces-anchorage,"Alaska Aces"
TRECCS-00255487-274,274,http://www.yelp.com/biz/alaska-public-lands-visitor-center-anchorage,"Alaska Public Lands Visitor Center"
TRECCS-00255488-274,274,http://www.yelp.com/biz/alaska-trooper-museum-anchorage,"Alaska Trooper Museum"
TRECCS-00255489-274,274,http://www.yelp.com/biz/alaska-zoo-anchorage,"Alaska Zoo"
TRECCS-00255490-274,274,http://www.yelp.com/biz/anchorage-5th-avenue-mall-anchorage,"Anchorage 5th Avenue Mall"
TRECCS-00255491-274,274,http://www.yelp.com/biz/anchorage-light-speed-planet-walk-anchorage,"Anchorage Light Speed Planet Walk"
TRECCS-00255492-274,274,http://www.yelp.com/biz/anchorage-museum-anchorage-2,"Anchorage Museum"
TRECCS-00255494-274,274,http://www.yelp.com/biz/beauty-board-media-anchorage,"Beauty Board Media"
TRECCS-00255508-274,274,http://www.yelp.com/biz/oscar-anderson-house-museum-anchorage,"Oscar Anderson House Museum"
TRECCS-00255511-274,274,http://www.yelp.com/biz/resolution-park-anchorage,"Resolution Park"
